8410100022543,Nescafé Gold Cappuccino,250 g,NULL,"Plastic, Box",nescafe,['nescafe'],NULL,"Alimentos y bebidas de origen vegetal,Bebidas,Alimentos de origen vegetal,Lácteos,Bebidas para tomar calientes,Bebida lácteas,Cafés,Bebidas instantáneas,Bebidas no alcohólicas,Cafés solubles,Bebidas de café,en:Coffee milks,Cappucino en polvo,Bebidas azucaradas,Bebidas no azucaradas","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:dairies', 'en:hot-beverages', 'en:dairy-drinks', 'en:coffees', 'en:instant-beverages', 'en:non-alcoholic-beverages', 'en:instant-coffees', 'en:coffee-drinks', 'en:coffee-milks', 'en:powdered-cappucino', 'en:sweetened-beverages', 'en:unsweetened-beverages']",,[],"Sucre, lait écrémé en poudre (20.7%),sirop de glucose.préparation de café soluble et café moulu torréfié naturel 13.8%).graisse végétale (huile de coco), lactose régulateur d'aciaité (E340),sel,stabilisants: E331 E452. Garder dans un endroit frais et sec. vant le voir erona",en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']",NULL
3428274170019,Caffè latte,220 ml,NULL,Bouteille,lactel,['lactel'],NULL,"Boissons, Produits laitiers, Boissons lactées, Laits aromatisés, Boissons au café, Boissons lactées au café, Boissons avec sucre ajouté","['en:beverages', 'en:dairies', 'en:dairy-drinks', 'en:flavoured-milks', 'en:coffee-drinks', 'en:coffee-milks', 'en:sweetened-beverages']",,[],NULL,en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']",b
20941093,Cappuccino viennois,,NULL,"Métal, Boîte","Bellarom,Midl","['bellarom', 'midl']",NULL,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Produits laitiers, Boissons chaudes, Boissons lactées, Cafés, Boissons instantanées, Boissons au café, Boissons lactées au café, Boissons avec sucre ajouté, Cafés viennois","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:dairies', 'en:hot-beverages', 'en:dairy-drinks', 'en:coffees', 'en:instant-beverages', 'en:coffee-drinks', 'en:coffee-milks', 'en:sweetened-beverages', 'fr:cafes-viennois']","Agriculture durable, en:UTZ Certified
","['en:sustainable-farming', 'en:utz-certified']",NULL,en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']",NULL
20036898,Intenso,"330 ml, 347 g",347 g,nl:plastic fles,Milbona,['milbona'],NULL,"Getränke, Alkoholfreie Getränke, Kaffeegetränke, Ungezuckerte Getränke","['en:beverages', 'en:non-alcoholic-beverages', 'en:coffee-drinks', 'en:unsweetened-beverages']","Enthält Milch, Hergestellt in Deutschland, Rainforest Alliance
","['en:contains-milk', 'en:made-in-germany', 'en:rainforest-alliance']",,en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:sweetened-beverages']",e
5760466995818,Frappuccino,250ml,NULL,"Plastique, Bouteille, Frais",Starbucks,['starbucks'],NULL,"Boissons, Produits laitiers, Boissons lactées, Boissons au café, Boissons lactées au café, Boissons avec sucre ajouté, Boissons sans sucre ajouté","['en:beverages', 'en:dairies', 'en:dairy-drinks', 'en:coffee-drinks', 'en:coffee-milks', 'en:sweetened-beverages', 'en:unsweetened-beverages']","Commerce équitable, Fairtrade International

","['en:fair-trade', 'en:fairtrade-international']","semi-skimmed milk (contains 1.5% fat) 75%, arabica coffee (water, coffee extract 0.8%), sugar (6%) natural coffee flavor, acidity corrector: potassium carbonate",en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:sweetened-beverages']",e
7640145770494,"Caffe Lattesso Fit 250 Ml, 1 Pièce",250 ml,250ml,,Caffè Lattesso,['caffe-lattesso'],NULL,"Boissons, Produits laitiers, Boissons lactées, Boissons au café, Boissons lactées au café","['en:beverages', 'en:dairies', 'en:dairy-drinks', 'en:coffee-drinks', 'en:coffee-milks']",en:made-in-switzerland,['en:made-in-swiss'],"77% partly skimmed milk, 18% arabica coffee, 2% fructose.",,[],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:sweetened-beverages']",e
5711953067747,Vanilla Macchiato,220 ml e,220 ml,"Plastique, Frais",Starbucks,['starbucks'],NULL,"Boissons, Produits laitiers, Boissons lactées, Boissons au café, Boissons lactées au café, Boissons avec sucre ajouté","['en:beverages', 'en:dairies', 'en:dairy-drinks', 'en:coffee-drinks', 'en:coffee-milks', 'en:sweetened-beverages']","Commerce équitable, Fairtrade International, Point Vert, Triman

","['en:fair-trade', 'en:fairtrade-international', 'en:green-dot', 'fr:triman']",NULL,en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:sweetened-beverages']",e
5760466920537,Seattle Latte,220ml,220ml,"Plastic, Fresh, PP - Polypropylene, Tumbler, Goblet, Stück",Starbucks,['starbucks'],NULL,"Getränke, Milchprodukte, Milchgetränke, Milch, Kaffeegetränke, Kaffeemilch, Gezuckerte Getränke, Ungezuckerte Getränke","['en:beverages', 'en:dairies', 'en:dairy-drinks', 'en:milks', 'en:coffee-drinks', 'en:coffee-milks', 'en:sweetened-beverages', 'en:unsweetened-beverages']","Fairer Handel, Fairtrade International, Grüner Punkt
","['en:fair-trade', 'en:fairtrade-international', 'en:green-dot']","lait (contains 3,1% fat) (75%), fairtrade certified arabica coffee (water, coffee extract 0,94%), sugar (4,8%), natural coffee aroma, acidity corrector: potassium carbonates, stabilizers: carraenas, guar gum, emulsifier: mono and fatty acid diglycerides,",en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:sweetened-beverages']",e
7613036943765,"STARBUCKS by NESCAFE DOLCE GUSTO Caramel Macchiato 127,8g",127.8 g,200 g (200 ml),"Boîte, Verre plastique","Starbucks, White caramel macchiato","['starbucks', 'white-caramel-macchiato']",NULL,"Boissons, Boissons au café, Aliments et boissons à base de végétaux, Aliments d'origine végétale, Cafés","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees', 'en:coffee-drinks']",Point Vert,['en:green-dot'],"milk capsule: whole milk powder (67%), sugar (32%), natural flavors, coffee capsule: ground roasted coffee, milk capsule: may contain soy,",,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:sweetened-beverages']",e
8594002786465,Shakissimo Cappuccino Latte,190 ml,190ml,"Plastique, UHT",Nescafé,['nescafe'],NULL,"Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Boissons chaudes, Cafés, Boissons au café, Boissons avec sucre ajouté","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:hot-beverages', 'en:coffees', 'en:coffee-drinks', 'en:sweetened-beverages']",,[],NULL,en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']",b
5711953067723,Vanilla Bean Macchiato,220 ml,220ml,"Plastique, Papier, Pot",StarbucksArla Foods,['starbucksarla-foods'],NULL,"Plant-based foods and beverages,Beverages,Plant-based foods,Coffees,Coffee drinks","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees', 'en:coffee-drinks']",Fair trade,['en:fair-trade'],"1.8% fat milk (75%), Starbucks® Arabica coffee (water, coffee extract) (19.8%), sugar (4.7%), Vanilla bean extract, natural flavouring, acidity regulator (potassium carbonate), stabilisers (carrageenan, gellan gum).",,[],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']",e
20920173,Chicorée café au lait,400 g,13 g,"Métal, Plastique, Boîte","Bellarom,Alesto,Lidl","['bellarom', 'alesto', 'lidl']",NULL,"Boissons, Produits laitiers, Boissons chaudes, Boissons lactées, Boissons instantanées, Boissons au café, Boissons lactées au café, Boissons sans sucre ajouté","['en:beverages', 'en:dairies', 'en:hot-beverages', 'en:dairy-drinks', 'en:instant-beverages', 'en:coffee-drinks', 'en:coffee-milks', 'en:unsweetened-beverages']","Agriculture durable, en:UTZ Certified, Café certifié UTZ
","['en:sustainable-farming', 'en:utz-certified', 'en:utz-certified-coffee']","44% whole milk powder, lactose, 15% soluble chicory extract, 10% soluble coffee, salt, stabilizing sodium phosphates,",en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:teas-and-herbal-teas-and-coffees']",NULL
4005500274995,frappé Eiskaffee,275g,14g,"Metall, Kasten, Dose(n), Produkt","Nescafé,Nestlé, Nescafé, Nestlé","['nescafe', 'nestle', 'nescafe', 'nestle']",NULL,"Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Lebensmittel, Kaffees, Kaffeegetränke, Eiskaffees, Gezuckerte Getränke","['en:plant-based-foods-and-beverages', 'en:beverages', 'en:plant-based-foods', 'en:coffees', 'en:coffee-drinks', 'en:iced-coffees', 'en:sweetened-beverages']","Green Dot, de:Boissons-instantanees, en:nutriscore-grade-b","['en:green-dot', 'en:nutriscore', 'en:nutriscore-grade-b', 'de:boissons-instantanees']","sugar, 11% of instant coffee, flavors (with milk ), salt,",en:milk,['en:milk'],100g,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"['en:beverages', 'en:sweetened-beverages']",e
